,Type of Work:,Registration Number / Date:,Application Title:,Title:,Area Covered:,Imprint:,Description:,Notes:,Copyright Claimant:,Date of Creation:,Date of Publication:,Previous Registration:,Basis of Claim:,Variant title:,Other Title:,Names:,Series:,Copyright Note:,Authorship on Application:,Edition:
46,['Map'],['VA0000936852 / 1998-08-24 '],"['Sanborn map, Dayton, Ohio, vol. 4; Sanborn fire insurance map.']","['Cincinnati, Ohio : vol. 8.']",['Cincinnati'],[],['4 p.'],['Maps.'],"['EDR Sanborn, Inc.']",['1981'],['1981-05-01  '],['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],"['Cincinnati, Ohio : vol. 8.']","['Sanborn map, Dayton, Ohio, vol. 4', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['map: Sanborn Map Company, Inc., employer for hire.']",['Rev. May 1981.']
47,['Text'],"['RE0000793260 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan66  ']",[],"['Columbus, Georgia.  Vol. 2.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Columbus, Georgia']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
48,['Text'],"['RE0000793259 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan66  ']",[],"['Columbus, Georgia.  Vol. 3.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Columbus, Georgia']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
49,['Map'],['VAu000367500 / 1997-05-05 '],['Digital Sanborn maps for Connecticut.'],"['Connecticut : vol. CD185 / Environmental Data Resources, Inc.']",['Connecticut'],[],['CD-ROM.'],[],"['EDR Sanborn, Inc. (employer for hire)']",['1996'],[],['Preexisting material: prev. pub. maps.'],['New Matter: editing and new organization of maps.'],[],"['Sanborn maps', 'Digital Sanborn maps for Connecticut.']","['Environmental Data Resources, Inc.', 'EDR Sanborn, Inc.']",['Sanborn maps'],['C.O. correspondence.'],[],[]
50,['Text'],"['RE0000793247 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan69  ']",[],"['Davenport, Iowa.  Vol. 1A.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Davenport, Iowa']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
51,['Text'],"['RE0000793245 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-01-01  ']",[],"['Dayton, Ohio.  Vol. 3.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Dayton, Ohio']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
52,['Text'],"['RE0000794208 / 1998-12-08 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Daytona Beach, Florida.  Vol. 1.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Daytona Beach, Florida']",[],"['Sanborn Map Company', 'EDR Sanborn, Inc.']",['Sanborn map'],[],[],[]
53,['Map'],['VAu000367497 / 1997-05-05 '],['Digital Sanborn maps for Delaware.'],"['Delaware : vol. CD201 / Environmental Data Resources, Inc.']",['Delaware'],[],['CD-ROM.'],[],"['EDR Sanborn, Inc. (employer for hire)']",['1996'],[],['Preexisting material: prev. pub. maps.'],['New Matter: editing and new organization of maps.'],[],"['Sanborn maps', 'Digital Sanborn maps for Delaware.']","['Environmental Data Resources, Inc.', 'EDR Sanborn, Inc.']",['Sanborn maps'],['C.O. correspondence.'],[],[]
54,['Text'],"['RE0000793266 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan69  ']",[],"['Des Moines, Iowa.  Vol. 1A.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Des Moines, Iowa']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
55,['Map'],['VA0000854907 / 1997-12-02 '],"['Sanborn map Detroit, Michigan; Sanborn fire insurance map.']","['Detroit, Mich. : vol. 14.']",['Detroit'],[],['Map.'],[],"['EDR Sanborn, Inc.']",['1993'],['1993-11-01  '],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],"['Detroit, Mich. : vol. 14']","['Sanborn map Detroit, Michigan', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['map & technical drawing: Sanborn Map Company, Inc., employer for hire.']",['Rev. Nov. 1993.']
56,['Map'],['VA0000854906 / 1997-12-02 '],"['Sanborn map Detroit, Michigan; Sanborn fire insurance map.']","['Detroit, Mich. : vol. 14.']",['Detroit'],[],['Map.'],[],"['EDR Sanborn, Inc.']",['1990'],['1990-12-01  '],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],"['Detroit, Mich. : vol. 14']","['Sanborn map Detroit, Michigan', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['map & technical drawing: Sanborn Map Company, Inc., employer for hire.']",['Rev. Dec. 1990.']
57,['Map'],['VA0000854905 / 1997-12-02 '],"['Sanborn map Detroit, Michigan; Sanborn fire insurance map.']","['Detroit, Mich. : vol. 14.']",['Detroit'],[],['Map.'],[],"['EDR Sanborn, Inc.']",['1987'],['1987-11-01  '],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],"['Detroit, Mich. : vol. 14']","['Sanborn map Detroit, Michigan', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['map & technical drawing: Sanborn Map Company, Inc., employer for hire.']",['Rev. Nov. 1987.']
58,['Map'],['VA0000854904 / 1997-12-02 '],"['Sanborn map Detroit, Michigan; Sanborn fire insurance map.']","['Detroit, Mich. : vol. 14.']",['Detroit'],[],['Map.'],[],"['EDR Sanborn, Inc.']",['1978'],['1978-01-01  '],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],"['Detroit, Mich. : vol. 14']","['Sanborn map Detroit, Michigan', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['map & technical drawing: Sanborn Map Company, Inc., employer for hire.']",['Rev. Jan. 1978.']
59,['Map'],['VAu000367505 / 1997-05-05 '],['Digital Sanborn maps for District of Columbia.'],"['District of Columbia : vol. CD202 / Environmental Data Resources, Inc.']",['District of Columbia'],[],['CD-ROM.'],[],"['EDR Sanborn, Inc. (employer for hire)']",['1996'],[],['Preexisting material: prev. pub. maps.'],['New Matter: editing and new organization of maps.'],[],"['Sanborn maps', 'Digital Sanborn maps for District of Columbia.']","['Environmental Data Resources, Inc.', 'EDR Sanborn, Inc.']",['Sanborn maps'],['C.O. correspondence.'],[],[]
60,['Map'],['VA0001060582 / 1998-11-03 '],"['Sanborn Map, Durham, NC 1979, vol. 2; Sanborn fire insurance map.']","['Durham, NC.']","['Durham, NC']",[],['Sheets.'],[],"['EDR Sanborn, Inc.']",['1979'],['1979-09-01  '],['Map versions prev. pub.'],['New Matter: new & rev. map & cartographic compilation.'],[],"['Sanborn Map, Durham, NC 1979, vol. 2', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['Sanborn Map Company, Inc., employer for hire.']",[]
61,['Computer File'],['TXu000789637 / 1997-03-18 '],[],['EDR Sanborn search engine.'],[],[],['Computer program.'],['Printout only deposited.'],"['EDR Sanborn, Inc.']",['1996'],[],[],[],[],[],"['EDR Sanborn, Inc.']",[],[],[],[]
62,['Text'],"['RE0000790541 / 1998-08-24 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan67  ']",[],"['Eureka, California.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Eureka, California.']",[],"['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
63,['Text'],"['RE0000790174 / 1998-08-24 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Eureka, California.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Eureka, California']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
64,['Map'],['VAu000367492 / 1997-05-05 '],['Digital Sanborn maps for Florida.'],"['Florida : vol. CD70 / Environmental Data Resources, Inc.']",['Florida'],[],['CD-ROM.'],[],"['EDR Sanborn, Inc. (employer for hire)']",['1996'],[],['Preexisting material: prev. pub. maps.'],['New Matter: editing and new organization of maps.'],[],"['Sanborn maps', 'Digital Sanborn maps for Florida.']","['Environmental Data Resources, Inc.', 'EDR Sanborn, Inc.']",['Sanborn maps'],['C.O. correspondence.'],[],[]
65,['Map'],['VAu000383605 / 1997-03-21 '],['Digital Sanborn maps for Georgia.'],"['Georgia, 12/03/96 : vol. CD68 / Environmental Data Resources, Inc.']",['Georgia'],[],['CD-ROM.'],[],"['EDR Sanborn, Inc. (employer for hire)']",['1996'],[],['Preexisting material: prev. pub. maps.'],['New Matter: editing and new organization of maps.'],[],"['Sanborn maps', 'Digital Sanborn maps for Georgia']","['Environmental Data Resources, Inc.', 'EDR Sanborn, Inc.']",['Sanborn maps'],['C.O. correspondence.'],[],[]
66,['Text'],"['RE0000790165 / 1998-08-24 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan70  ']",[],"['Glendale, California.  Vol. 2.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Glendale, California']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
67,['Map'],['VA0000936882 / 1998-08-24 '],"['Sanborn map, Greenwich, Connecticut; Sanborn fire insurance map.']","['Greenwich, Conn.']","['Greenwich, CT']",[],['5 p.'],['Maps.'],"['EDR Sanborn, Inc.']",['1996'],['1996-03-01  '],['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],[],"['Sanborn map, Greenwich, Connecticut', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['map: Sanborn Map Company, Inc., employer for hire.']",['Rev. Mar. 1996.']
68,['Map'],['VA0000936881 / 1998-08-24 '],"['Sanborn map, Greenwich, Connecticut; Sanborn fire insurance map.']","['Greenwich, Conn.']","['Greenwich, CT']",[],['5 p.'],['Maps.'],"['EDR Sanborn, Inc.']",['1995'],['1995-02-01  '],['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],[],"['Sanborn map, Greenwich, Connecticut', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['map: Sanborn Map Company, Inc., employer for hire.']",['Rev. Feb. 1995.']
69,['Map'],['VA0000936880 / 1998-08-24 '],"['Sanborn map, Greenwich, Connecticut; Sanborn fire insurance map.']","['Greenwich, Conn.']","['Greenwich, CT']",[],['5 p.'],['Maps.'],"['EDR Sanborn, Inc.']",['1994'],['1994-02-01  '],['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],[],"['Sanborn map, Greenwich, Connecticut', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['map: Sanborn Map Company, Inc., employer for hire.']",['Rev. Feb. 1994.']
70,['Map'],['VA0000936874 / 1998-08-24 '],"['Sanborn map, Greenwich, Connecticut; Sanborn fire insurance map.']","['Greenwich, Conn.']","['Greenwich, CT']",[],['6 p.'],['Maps.'],"['EDR Sanborn, Inc.']",['1993'],['1993-02-01  '],['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],[],"['Sanborn map, Greenwich, Connecticut', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['map: Sanborn Map Company, Inc., employer for hire.']",['Rev. 1993.']
71,['Map'],['VA0000936873 / 1998-08-24 '],"['Sanborn map, Greenwich, Connecticut; Sanborn fire insurance map.']","['Greenwich, Conn.']","['Greenwich, CT']",[],['6 p.'],['Maps.'],"['EDR Sanborn, Inc.']",['1992'],['1992-04-01  '],['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],[],"['Sanborn map, Greenwich, Connecticut', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['map: Sanborn Map Company, Inc., employer for hire.']",['Rev. 1992.']
72,['Map'],['VA0001058479 / 1998-11-03 '],"['Sanborn map, Hanapepe, HI, 1990; Sanborn fire insurance map.']","['Hanapepe, Hawaii.']","['Hanapepe, HI']",[],[],[],"['EDR Sanborn, Inc.']",['1990'],['1990-06-01  '],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map & cartographic compilation.'],[],"['Sanborn map, Hanapepe, HI, 1990', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],"['Sanborn Map Company, employer for hire.']",['Rev. June 1990.']
73,['Map'],['VA0001058469 / 1998-11-03 '],"['Sanborn map, Hanapepe, HI, 1980; Sanborn fire insurance map.']","['Hanapepe, Hawaii.']","['Hanapepe, HI']",[],[],[],"['EDR Sanborn, Inc.']",['1980'],['1980-02-01  '],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map & cartographic compilation.'],[],"['Sanborn map, Hanapepe, HI, 1980', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],"['Sanborn Map Company, employer for hire.']",['Rev. 1980.']
74,['Map'],['VA0000936866 / 1998-08-24 '],"['Sanborn map, Hartford, Connecticut, vol. 3; Sanborn fire insurance map.']","['Hartford, Connecticut : vol. 3.']","['Hartford, CT']",[],['4 p.'],['Maps.'],"['EDR Sanborn, Inc.']",['1979'],['1979-11-01  '],['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],"['Hartford, Connecticut : vol. 3.']","['Sanborn map, Hartford, Connecticut, vol. 3', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['map: Sanborn Map Company, Inc., employer for hire.']",['Rev. Nov. 1979.']
75,['Map'],['VA0001058441 / 1998-11-03 '],"['Sanborn map, Hawi, HI, 1987; Sanborn fire insurance map.']","['Hawi, Hawaii.']","['Hawi, HI']",[],[],[],"['EDR Sanborn, Inc.']",['1987'],['1987-05-01  '],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map & cartographic compilation.'],[],"['Sanborn map, Hawi, HI, 1987', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['Sanborn Map Company, Inc., employer for hire.']",['Rev. 1987.']
76,['Map'],['VA0001058460 / 1998-11-03 '],"['Sanborn map, Hawi, HI, 1981; Sanborn fire insurance map.']","['Hawi, Hawaii.']","['Hawi, HI']",[],[],[],"['EDR Sanborn, Inc.']",['1981'],['1981-03-01  '],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map & cartographic compilation.'],[],"['Sanborn map, Hawi, HI, 1981', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],"['Sanborn Map Company, employer for hire.']",['Rev. 1981.']
77,['Map'],['VA0001058466 / 1998-11-03 '],"['Sanborn map, Hilo, HI, 1991; Sanborn fire insurance map.']","['Hilo, Hawaii.']","['Hilo, HI']",[],[],[],"['EDR Sanborn, Inc.']",['1991'],['1991-06-01  '],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map & cartographic compilation.'],[],"['Sanborn map, Hilo, HI, 1991', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['Sanborn Map Company, Inc., employer for hire.']",['Rev. June 1991.']
78,['Map'],['VA0001058455 / 1998-11-03 '],"['Sanborn map, Hilo, HI, 1987; Sanborn fire insurance map.']","['Hilo, Hawaii.']","['Hilo, HI']",[],[],[],"['EDR Sanborn, Inc.']",['1987'],['1987-05-01  '],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map & cartographic compilation.'],[],"['Sanborn map, Hilo, HI, 1987', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['Sanborn Map Company, Inc., employer for hire.']",['Rev. 1987.']
79,['Map'],['VA0001058462 / 1998-11-03 '],"['Sanborn map, Honokaa, HI, 1991; Sanborn fire insurance map.']","['Honokaa, Hawaii.']","['Honokaa, HI']",[],[],[],"['EDR Sanborn, Inc.']",['1991'],['1991-06-01  '],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map & cartographic compilation.'],[],"['Sanborn map, Honokaa, HI, 1991', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['Sanborn Map Company, Inc., employer for hire.']",['Rev. June 1991.']
80,['Map'],['VA0001058470 / 1998-11-03 '],"['Sanborn map, Honokaa, HI, 1987; Sanborn fire insurance map.']","['Honokaa, Hawaii.']","['Honokaa, HI']",[],[],[],"['EDR Sanborn, Inc.']",['1987'],['1987-05-01  '],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map & cartographic compilation.'],[],"['Sanborn map, Honokaa, HI, 1987', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['Sanborn Map Company, Inc., employer for hire.']",['Rev. 1987.']
81,['Map'],['VA0001058453 / 1998-11-03 '],"['Sanborn map, Honokaa, HI, 1981; Sanborn fire insurance map.']","['Honokaa, Hawaii.']","['Honokaa, HI']",[],[],[],"['EDR Sanborn, Inc.']",['1981'],['1981-03-01  '],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map & cartographic compilation.'],[],"['Sanborn map, Honokaa, HI, 1981', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['Sanborn Map Company, Inc., employer for hire.']",['Rev. 1981.']
82,['Map'],['VA0001058458 / 1998-11-03 '],"['Sanborn map, Honolulu, HI, volume 8, 1995; Sanborn fire insurance map.']","['Honolulu, Hawaii : vol. 8.']",['Honolulu'],[],[],[],"['EDR Sanborn, Inc.']",['1995'],['1995-05-01  '],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map & cartographic compilation.'],"['Honolulu, Hawaii : vol. 8']","['Sanborn map, Honolulu, HI, volume 8, 1995', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['Sanborn Map Company, Inc., employer for hire.']",['Rev. 1995.']
83,['Map'],['VA0001058457 / 1998-11-03 '],"['Sanborn map, Honolulu, HI, vol. 8, 1990; Sanborn fire insurance map.']","['Honolulu, Hawaii : vol. 8.']",['Honolulu'],[],[],[],"['EDR Sanborn, Inc.']",['1990'],['1990-01-01  '],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map & cartographic compilation.'],"['Honolulu, Hawaii : vol. 8']","['Sanborn map, Honolulu, HI, vol. 8, 1990', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['Sanborn Map Company, Inc., employer for hire.']",['Rev. 1990.']
84,['Map'],['VA0001058463 / 1998-11-03 '],"['Sanborn map, Honolulu, HI, volume 8, 1991; Sanborn fire insurance map.']","['Honolulu, Hawaii : vol. 8.']",['Honolulu'],[],[],[],"['EDR Sanborn, Inc.']",['1981'],['1981-03-01  '],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map & cartographic compilation.'],"['Honolulu, Hawaii : vol. 8']","['Sanborn map, Honolulu, HI, volume 8, 1991', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['Sanborn Map Company, Inc., employer for hire.']",['Rev. 1981.']
